gene,n_metabolites,n_cell_types,n_tests
ENSG00000275846,2,1,2
ENSG00000275927,2,1,2
ENSG00000276174,2,1,2
ENSG00000276256,2,1,2
ENSG00000276308,2,1,2
ENSG00000276412,2,1,2
ENSG00000276724,2,1,2
ENSG00000276850,2,2,2
ENSG00000277047,2,2,2
ENSG00000277301,2,1,2
ENSG00000277744,2,1,2
ENSG00000277782,2,1,2
ENSG00000277801,2,1,2
ENSG00000277954,2,1,2
ENSG00000277978,2,1,2
ENSG00000278002,2,2,2
ENSG00000278022,2,1,2
ENSG00000278071,2,1,2
ENSG00000278376,2,1,2
ENSG00000278532,2,2,3
ENSG00000278713,2,1,2
ENSG00000278847,2,2,2
ENSG00000279159,2,1,2
ENSG00000279217,2,1,2
ENSG00000279442,2,1,2
ENSG00000279467,2,2,2
ENSG00000279571,2,1,2
ENSG00000280336,2,1,2
ENSG00000280341,2,2,2
ENSG00000280434,2,2,2
ENSG00000281016,2,1,2
ENSG00000282740,2,2,2
ENSG00000283696,2,1,2
ENSG00000283907,2,1,2
ENSG00000284377,2,1,2
ENSG00000284954,2,2,2
ENSG00000284999,2,2,2
ENSG00000285541,2,1,2
ENSG00000285549,2,2,2
ENSG00000285567,2,2,2
ENSG00000285575,2,2,2
ENSG00000285603,2,1,2
ENSG00000285606,2,1,2
ENSG00000285638,2,1,2
ENSG00000285639,2,1,2
ENSG00000285668,2,1,2
ENSG00000285704,2,1,2
ENSG00000285724,2,1,2
ENSG00000285736,2,1,2
ENSG00000285754,2,1,2
ENSG00000285907,2,2,2
ENSG00000285909,2,2,2
ENSG00000285922,2,1,2
ENSG00000285939,2,2,2
ENSG00000285948,2,1,2
ENSG00000285984,2,1,2
ENSG00000285999,2,1,2
ENSG00000286004,2,2,2
ENSG00000286023,2,1,2
ENSG00000286033,2,1,2
ENSG00000286115,2,1,2
ENSG00000286159,2,1,2
ENSG00000286160,2,1,2
ENSG00000286206,2,1,2
ENSG00000286232,2,2,2
ENSG00000286253,2,1,2
ENSG00000286266,2,1,2
ENSG00000286279,2,2,2
ENSG00000286286,2,1,2
ENSG00000286371,2,2,2
ENSG00000286430,2,1,2
ENSG00000286432,2,1,2
ENSG00000286472,2,1,2
ENSG00000286533,2,1,2
ENSG00000286548,2,2,2
ENSG00000286550,2,1,2
ENSG00000286599,2,1,2
ENSG00000286618,2,1,2
ENSG00000286643,2,1,2
ENSG00000286707,2,1,2
ENSG00000286717,2,2,2
ENSG00000286747,2,1,2
ENSG00000286751,2,1,2
ENSG00000286781,2,1,2
ENSG00000286799,2,1,2
ENSG00000286802,2,2,2
ENSG00000286816,2,1,2
ENSG00000286833,2,2,2
ENSG00000286835,2,1,2
ENSG00000286860,2,1,2
ENSG00000286879,2,1,2
ENSG00000286907,2,2,2
ENSG00000286909,2,2,2
ENSG00000286948,2,2,2
ENSG00000286952,2,1,2
ENSG00000286979,2,1,2
ENSG00000287005,2,1,2
ENSG00000287012,2,2,2
ENSG00000287016,2,2,2
ENSG00000287033,2,2,2
ENSG00000287054,2,1,2
ENSG00000287118,2,2,2
ENSG00000287130,2,1,2
ENSG00000287149,2,2,3
ENSG00000287189,2,1,2
ENSG00000287256,2,1,2
ENSG00000287265,2,2,2
ENSG00000287279,2,1,2
ENSG00000287306,2,2,2
ENSG00000287309,2,1,2
ENSG00000287311,2,2,2
ENSG00000287335,2,1,2
ENSG00000287336,2,1,2
ENSG00000287358,2,1,2
ENSG00000287368,2,1,2
ENSG00000287372,2,1,2
ENSG00000287383,2,1,2
ENSG00000287398,2,1,2
ENSG00000287430,2,2,2
ENSG00000287437,2,1,2
ENSG00000287449,2,1,2
ENSG00000287463,2,2,2
ENSG00000287475,2,2,2
ENSG00000287552,2,2,2
ENSG00000287594,2,1,2
ENSG00000287598,2,1,2
ENSG00000287646,2,1,2
ENSG00000287676,2,1,2
ENSG00000287677,2,1,2
ENSG00000287687,2,1,2
ENSG00000287697,2,1,2
ENSG00000287713,2,2,2
ENSG00000287724,2,2,2
ENSG00000287729,2,2,2
ENSG00000287733,2,1,2
ENSG00000287743,2,1,2
ENSG00000287776,2,1,2
ENSG00000287778,2,2,2
ENSG00000287805,2,2,2
ENSG00000287830,2,1,2
ENSG00000287842,2,1,2
ENSG00000287860,2,2,2
ENSG00000287870,2,1,2
ENSG00000287872,2,2,3
ENSG00000287875,2,1,2
ENSG00000287891,2,1,2
ENSG00000287898,2,1,2
ENSG00000287904,2,1,2
ENSG00000287922,2,2,2
ENSG00000287945,2,1,2
ENSG00000287971,2,1,2
ENSG00000288041,2,1,2
ENSG00000288042,2,2,2
ENSG00000288056,2,1,2
ENSG00000288065,2,2,2
ENSG00000288066,2,1,2
ENSG00000288102,2,1,2
ENSG00000288106,2,1,2
ENSG00000288110,2,1,2
ENSG00000288321,2,1,2
ENSG00000288583,2,2,2
ENSG00000288746,2,2,2
ENSG00000288762,2,1,2
ENSG00000288766,2,1,2
ENSG00000288803,2,1,2
ENSG00000288817,2,1,2
ENSG00000288852,2,1,2
ENSG00000288897,2,1,2
ENSG00000288934,2,2,2
ENSG00000288952,2,1,2
ENSG00000288958,2,2,2
ENSG00000288976,2,1,2
ENSG00000288986,2,1,2
ENSG00000289047,2,1,2
ENSG00000289059,2,1,2
ENSG00000289081,2,1,2
ENSG00000289082,2,2,2
ENSG00000289095,2,2,2
ENSG00000289125,2,1,2
ENSG00000289126,2,1,2
ENSG00000289197,2,1,2
ENSG00000289209,2,1,2
ENSG00000289216,2,1,2
ENSG00000289251,2,1,2
ENSG00000289254,2,2,2
ENSG00000289256,2,1,2
ENSG00000289264,2,2,2
ENSG00000289276,2,2,2
ENSG00000289280,2,2,2
ENSG00000289318,2,1,2
ENSG00000289396,2,1,2
ENSG00000289468,2,2,2
ENSG00000289496,2,2,2
ENSG00000289498,2,1,2
ENSG00000289516,2,1,2
ENSG00000289521,2,1,2
ENSG00000289586,2,2,2
ENSG00000289689,2,2,2
ENSG00000289827,2,1,2
ENSG00000289866,2,1,2
ENSG00000289868,2,2,2
ENSG00000289890,2,1,2
ENSG00000290020,2,2,2
ENSG00000290039,2,2,2
ENSG00000290040,2,1,2
ENSG00000290076,2,1,2
ENSG00000290095,2,1,2
ENSG00000290357,2,1,2
ENSG00000290366,2,1,2
ENSG00000290430,2,1,2
ENSG00000290441,2,2,2
ENSG00000290453,2,1,2
ENSG00000290476,2,2,2
ENSG00000290523,2,2,2
ENSG00000290548,2,1,2
ENSG00000290560,2,1,2
ENSG00000290568,2,1,2
ENSG00000290659,2,1,2
ENSG00000290677,2,1,2
ENSG00000290717,2,2,2
ENSG00000290778,2,1,2
ENSG00000290835,2,1,2
ENSG00000290901,2,1,2
ENSG00000290971,2,1,2
ENSG00000290999,2,1,2
ENSG00000291003,2,2,2
ENSG00000291013,2,1,2
ENSG00000291038,2,1,2
ENSG00000291048,2,2,2
ENSG00000291068,2,2,2
ENSG00000291100,2,2,2
ENSG00000291232,2,2,2
ENSG00000291234,2,2,2
ENSG00000291289,2,1,2
ENSG00000291325,2,2,2
ENTHD1,2,1,2
ENTPD7,2,1,2
ENTREP3,2,2,2
ENY2,2,2,2
EOLA1,2,1,2
EPAS1,2,2,2
EPC1,2,1,2
EPHB2,2,2,2
EPHX1,2,1,2
EPHX4,2,1,2
EPRS1,2,1,2
ERAP2,2,1,2
ERBB2,2,2,2
ESAM-AS1,2,1,2
ETHE1,2,2,2
ETNK1-DT,2,1,2
EVI2A,2,1,2
EXD1,2,1,2
EXOC3,2,1,2
EXT1,2,1,2
EZH2,2,2,2
F11-AS1,2,1,2
F2,2,2,2
F2RL3,2,1,2
F7,2,2,2
F8A1,2,1,2
FA2H,2,2,2
FADS3,2,1,2
FAM111A-DT,2,1,2
FAM114A1,2,1,2
FAM131A,2,1,2
FAM13C,2,1,2
FAM151A,2,1,2
FAM168A,2,1,2
FAM174A,2,1,2
FAM209A,2,2,2
FAM222B,2,1,2
FAM229B,2,2,2
FAM230I,2,1,2
FAM234A,2,1,2
FAM241B,2,2,2
FAM245B,2,2,2
FAM50A,2,1,2
FAM53C,2,1,2
FAM66D,2,2,2
FAM76A,2,1,2
FAM9C,2,1,2
FANCL,2,1,2
FAXDC2,2,1,2
FBLN1,2,1,2
FBXL14,2,1,2
FBXL20,2,1,2
FBXL5,2,1,2
FBXO46,2,1,2
FBXW9,2,1,2
FCGBP,2,2,2
FCHO2,2,2,2
FER1L6-AS1,2,1,2
FEZ2,2,1,2
FGD3,2,2,3
FGD4,2,1,2
FGD5P1,2,1,2
FGF14-IT1,2,1,2
FHOD3,2,1,2
FKBP4,2,2,2
FLJ12825,2,1,2
FLNB,2,2,2
FLT3LG,2,2,2
FLVCR1-DT,2,1,2
FLYWCH2,2,2,2
FMN2,2,1,2
FOLH1,2,2,2
FOXH1,2,1,2
FOXN3-AS2,2,1,2
FOXP3,2,1,2
FREM3,2,1,2
FRY-AS1,2,1,2
FRZB,2,2,2
FTSJ1,2,1,2
FUS,2,2,2
FYB1,2,1,2
FYTTD1,2,2,2
FZD9,2,1,2
GABPB1,2,2,2
GABRA3,2,2,2
GADD45A,2,1,2
GAGE10,2,2,2
GALNT9,2,2,2
GALR3,2,1,2
GAS5-AS1,2,1,2
GATA4,2,2,2
GAU1,2,1,2
GCAT,2,1,2
GDAP1,2,1,2
GDF10,2,1,2
GEMIN7,2,1,2
GEMIN7-AS1,2,1,2
GFER,2,1,2
GFI1B,2,1,2
GFRAL,2,1,2
GFUS,2,1,2
GHRH,2,2,2
GINS1,2,1,2
GIT1,2,2,2
GLG1,2,2,3
GLIS3-AS1,2,2,2
GLO1,2,1,2
GNAI3,2,1,2
GNG5B,2,1,2
GNL1,2,1,2
GOLGA6L7,2,2,2
GOLGA8N,2,2,2
GOLGA8T,2,1,2
GOSR2-DT,2,2,2
GP6-AS1,2,1,2
GPA33,2,1,2
GPATCH11,2,1,2
GPC1,2,1,2
GPC5-AS1,2,2,2
GPLD1,2,2,2
GPR137B,2,1,2
GPR179,2,2,3
GPR183,2,1,2
GPRC5C,2,2,2
GPSM1,2,1,2
GRAP2,2,1,2
GRIA3,2,2,2
GRK2,2,1,2
GRK4,2,1,2
GRK7,2,1,2
GRPEL1,2,2,2
GRXCR1,2,1,2
GSKIP,2,1,2
GSTK1,2,1,2
GTF2F1,2,1,2
GTF2I-AS1,2,1,2
GTF2IRD1,2,1,2
GUSBP2,2,2,2
GYG2,2,2,2
GYPC,2,1,2
H2AJ,2,1,2
H2BC4,2,2,2
H2BC5,2,2,2
H2BC7,2,1,2
HAPLN1,2,1,2
HAUS7,2,1,2
HBA1,2,2,2
HCCS-DT,2,1,2
HCG25,2,1,2
HCLS1,2,1,2
HDAC9-AS1,2,1,2
HDDC3,2,1,2
HEBP1,2,1,2
HECW1-IT1,2,1,2
HELZ-AS1,2,2,2
HENMT1,2,1,2
HIF1A-AS3,2,1,2
HIF3A,2,2,2
HIPK1-AS1,2,2,2
HLA-C,2,2,2
HLX-AS1,2,1,2
HMCN2,2,1,2
HMGN3-AS1,2,1,2
HMOX2,2,1,2
HNRNPA3,2,2,2
HORMAD1,2,2,2
HPF1,2,1,2
HPGDS,2,1,2
HPS6,2,1,2
HRH3,2,1,2
HSD11B1L,2,1,2
HSPA4,2,2,2
HSPA9,2,2,2
HUS1B,2,1,2
HYAL3,2,1,2
HYI,2,1,2
HYOU1,2,1,2
HYPK,2,1,2
ICA1L,2,1,2
ICMT,2,2,2
IER3IP1,2,1,2
IFI44L,2,1,2
IGFL2,2,1,2
IGSF11-AS1,2,1,2
IGSF3,2,2,2
IKBKE,2,2,2
IKZF3,2,1,2
IL10RA,2,2,2
IL11,2,1,2
IL17B,2,1,2
IL17REL,2,1,2
IL33,2,2,2
IL3RA,2,1,2
IL6R,2,1,2
ILF3,2,1,2
INAVA,2,2,2
INF2,2,2,2
INKA2-AS1,2,1,2
INSM1,2,2,2
INTS1,2,2,2
INTS3,2,1,2
INTS7,2,1,2
IPO4,2,1,2
IQCH,2,1,2
IQCH-AS1,2,1,2
IQSEC2,2,1,2
IRAG1,2,2,2
IRF7,2,1,2
ISG15,2,1,2
ITCH-AS1,2,1,2
ITGA2,2,1,2
ITGA2-AS1,2,1,2
IVNS1ABP,2,1,2
JAKMIP2-AS1,2,1,2
JAM3,2,2,2
JOSD1,2,2,2
KARS1,2,2,2
KBTBD4,2,2,2
KCNA2,2,2,2
KCNE1,2,2,2
KCNH2,2,1,2
KCNH3,2,1,2
KCNIP2,2,1,2
KCNJ10,2,1,2
KCNK10,2,2,2
KCNK13,2,2,2
KCNQ1OT1,2,1,2
KCNRG,2,2,2
KCTD11,2,1,2
KDM5C-IT1,2,2,2
KIAA0040,2,1,2
KIAA1614-AS1,2,2,2
KIAA2012,2,2,2
KIAA2013,2,2,2
KIF12,2,2,2
KIF23-AS1,2,1,2
KLHDC1,2,2,2
KLHL15,2,1,2
KLHL34,2,2,2
KLHL7-DT,2,1,2
KLLN,2,1,2
KLRF1,2,2,2
KMT2B,2,1,2
KPNB1,2,2,2
KRR1,2,2,2
KRT86,2,1,2
KYAT3,2,2,2
LAMA5,2,1,2
LAMP1,2,1,2
LARP6,2,2,2
LATS2,2,1,2
LCOR,2,1,2
LDAH,2,1,2
LDB1,2,1,2
LEMD3,2,2,2
LENG1,2,1,2
LEPR,2,1,2
LGR6,2,2,2
LIG1,2,1,2
LIMD1-AS1,2,1,2
LIMK1,2,1,2
LIN28A,2,1,2
LIN28B-AS1,2,2,3
LIN7C,2,1,2
LINC00032,2,2,2
LINC00240,2,2,2
LINC00320,2,1,2
LINC00327,2,2,2
LINC00498,2,1,2
LINC00519,2,1,2
LINC00544,2,1,2
LINC00571,2,2,2
LINC00595,2,2,2
LINC00620,2,2,3
LINC00624,2,1,2
LINC00640,2,1,2
LINC00648,2,1,2
LINC00662,2,1,2
LINC00844,2,1,2
LINC00862,2,2,2
LINC00867,2,2,2
LINC00879,2,1,2
LINC00888,2,2,2
LINC00924,2,2,2
LINC00958,2,2,2
LINC01018,2,1,2
LINC01035,2,1,2
LINC01100,2,1,2
LINC01103,2,2,2
LINC01114,2,1,2
LINC01122,2,2,2
LINC01140,2,1,2
LINC01152,2,1,2
LINC01163,2,1,2
LINC01166,2,1,2
LINC01204,2,2,2
LINC01229,2,2,2
LINC01241,2,2,2
LINC01291,2,1,2
LINC01310,2,2,2
LINC01337,2,1,2
LINC01341,2,1,2
LINC01350,2,1,2
LINC01374,2,2,2
LINC01392,2,1,2
LINC01411,2,1,2
LINC01415,2,1,2
LINC01476,2,2,2
LINC01495,2,2,2
LINC01516,2,1,2
LINC01517,2,1,2
LINC01521,2,1,2
LINC01535,2,1,2
LINC01545,2,1,2
LINC01561,2,1,2
LINC01563,2,2,3
LINC01580,2,1,2
LINC01618,2,2,2
LINC01637,2,1,2
LINC01649,2,1,2
LINC01682,2,1,2
LINC01692,2,1,2
LINC01697,2,1,2
LINC01856,2,1,2
LINC01880,2,1,2
LINC01884,2,2,2
LINC01899,2,1,2
LINC01903,2,2,2
LINC01905,2,1,2
LINC01947,2,2,2
LINC01954,2,2,2
LINC02027,2,1,2
LINC02030,2,2,2
LINC02053,2,1,2
LINC02056,2,1,2
LINC02073,2,1,2
LINC02092,2,1,2
LINC02112,2,2,2
LINC02119,2,1,2
LINC02137,2,1,2
LINC02153,2,2,3
LINC02161,2,1,2
LINC02188,2,1,2
LINC02211,2,1,2
LINC02231,2,1,2
LINC02240,2,2,2
LINC02269,2,1,2
LINC02277,2,1,2
LINC02282,2,2,2
LINC02327,2,2,2
LINC02363,2,1,2
LINC02405,2,2,2
LINC02439,2,2,2
LINC02446,2,1,2
LINC02484,2,1,2
LINC02500,2,1,2
LINC02516,2,2,2
LINC02532,2,2,2
LINC02546,2,1,2
LINC02552,2,2,2
LINC02558,2,1,2
LINC02603,2,1,2
LINC02608,2,1,2
LINC02642,2,1,2
LINC02655,2,1,2
LINC02661,2,1,2
LINC02693,2,2,2
LINC02726,2,2,2
LINC02743,2,2,2
LINC02762,2,2,2
LINC02791,2,1,2
LINC02804,2,2,2
LINC02826,2,2,2
LINC02863,2,1,2
LINC02894,2,1,2
LINC02901,2,1,2
LINC02941,2,2,2
LINC02960,2,1,2
LINC02974,2,2,2
LINC02980,2,1,2
LINC03011,2,1,2
LINC03060,2,1,2
LINC03062,2,1,2
LINC03066,2,1,2
LINC03069,2,1,2
LMNB2,2,1,2
LMO7-AS1,2,1,2
LNCARSR,2,1,2
LORICRIN,2,2,2
LOXHD1,2,2,2
LPAR5,2,2,2
LPCAT1,2,2,2
LPP-AS2,2,1,2
LRFN1,2,1,2
LRFN3,2,1,2
LRIT3,2,1,2
LRP2BP,2,1,2
LRRC20,2,2,2
LRRC3,2,2,2
LRRC37A,2,1,2
LRRC37A3,2,1,2
LRRC75B,2,1,2
LRRC9,2,1,2
LRRIQ4,2,1,2
LRRK2,2,2,2
LRRN4,2,2,2
LSM11,2,2,2
LSM5,2,2,2
LSM6,2,2,2
LTBR,2,1,2
LXN,2,1,2
LYPD6,2,1,2
LYPLA2,2,1,2
LYSMD1,2,1,2
LZTS1-AS1,2,1,2
MACC1,2,1,2
MACROD2-IT1,2,1,2
MAD2L1,2,2,2
MAD2L2,2,1,2
MADCAM1,2,1,2
MAGED4,2,1,2
MAGI1-IT1,2,1,2
MANBAL,2,1,2
MAP1S,2,2,2
MAP2K6,2,2,2
MAP3K14-AS1,2,1,2
MAP4,2,1,2
MAP9-AS1,2,1,2
MAPT,2,1,2
MARCHF8,2,1,2
MAS1,2,2,2
MBLAC2,2,1,2
MBNL3,2,2,2
MCHR2-AS1,2,1,2
MCM4,2,2,2
MCPH1-AS1,2,2,2
MCPH1-DT,2,2,2
MCUB,2,2,2
MDGA1,2,1,2
MEAF6,2,1,2
MEI1,2,2,2
MEIS3,2,1,2
MELTF-AS1,2,2,2
MEP1A,2,1,2
MEPCE,2,1,2
METTL1,2,1,2
METTL21A,2,2,2
METTL4,2,1,2
MFSD2A,2,2,2
MFSD2B,2,1,2
MFSD5,2,1,2
MGAT2,2,1,2
MGC15885,2,2,2
MGME1,2,1,2
MIF4GD,2,1,2
MIF4GD-DT,2,2,2
MIIP,2,1,2
MINCR,2,2,2
MINK1,2,1,2
MIR130AHG,2,1,2
MIR2052HG,2,1,2
MIR23AHG,2,1,2
MIR34AHG,2,1,2
MIR4713HG,2,2,2
MIR7-3HG,2,1,2
MISFA,2,1,2
MMACHC,2,1,2
MMP23B,2,1,2
MMS22L,2,2,2
MORC1,2,2,2
MORC4,2,2,2
MOSPD3,2,2,2
MPI,2,1,2
MRC2,2,1,2
MRE11,2,2,2
MRGPRF,2,1,2
MRLN,2,2,2
MRM3,2,1,2
MRPL15,2,2,2
MRPL24,2,2,2
MRPL32,2,1,2
MRPL38,2,2,2
MRPL4,2,1,2
MRPL50,2,1,2
MRPS18C,2,1,2
MRPS7,2,2,2
MT-ATP8,2,2,2
MT-ND5,2,2,2
MTHFD1,2,1,2
MTNR1A,2,1,2
MTR,2,1,2
MTUS2-AS1,2,2,2
MUC19,2,2,2
MYBL1,2,2,2
MYL5,2,1,2
MYL7,2,1,2
MYLK3,2,1,2
MYO1B-AS1,2,1,2
MYO1F,2,1,2
MYRFL,2,1,2
N6AMT1,2,1,2
NAALADL1,2,1,2
NACAD,2,2,2
NACC2,2,2,2
NAE1,2,1,2
NALCN-AS1,2,1,2
NANS,2,1,2
NAPA,2,1,2
NAPEPLD,2,1,2
NBPF25P,2,2,2
NBPF8,2,1,2
NCAPG2,2,1,2
NCK1-DT,2,1,2
NDOR1,2,1,2
NDUFB5,2,2,2
NECTIN3-AS1,2,2,2
NEK8,2,1,2
NELFB,2,1,2
NEU1,2,1,2
NEUROD1,2,1,2
NFE4,2,1,2
NFKB2,2,2,2
NFKBIA,2,2,2
NGF-AS1,2,1,2
NGFR-AS1,2,1,2
NID1,2,1,2
NKIRAS2,2,2,2
NLGN2,2,1,2
NLRX1,2,2,2
NMNAT3,2,1,2
NMT1,2,1,2
NOC4L,2,2,2
NOL7,2,2,2
NOS1AP,2,2,2
NOSIP,2,1,2
NOTCH2NLC,2,1,2
NOX1,2,2,2
NPHP3-AS1,2,1,2
NPIPA8,2,1,2
NPRL3,2,1,2
NQO1-DT,2,2,2
NRG3-AS1,2,1,2
NRIP1,2,2,2
NRM,2,1,2
NRP2,2,1,2
NRXN2-AS1,2,2,2
NT5C,2,2,2
NT5C1A,2,1,2
NTPCR,2,1,2
NUDT11,2,1,2
NXF4,2,1,2
NYX,2,1,2
OAT,2,2,2
OBSCN-AS1,2,2,2
ODF1,2,1,2
ODF2,2,2,3
OGFR,2,2,2
OLIG2,2,2,2
OMA1,2,2,2
OPRL1,2,2,2
OR10J1,2,1,2
OR10K1,2,1,2
OR1B1,2,2,2
OR1F1,2,1,2
OR2AK2,2,1,2
OR2L5,2,1,2
OR2L8,2,1,2
OR2M2,2,1,2
OR2M4,2,1,2
OR2T8,2,1,2
OR6A2,2,2,2
ORMDL2,2,1,2
ORMDL3,2,1,2
OSBPL9,2,1,2
OSTF1,2,1,2
OSTM1-AS1,2,2,2
OXLD1,2,2,2
P2RX4,2,1,2
P2RY13,2,2,2
PACSIN1,2,2,3
PAN2,2,2,2
PAPOLA,2,1,2
PAQR4,2,2,3
PARD6A,2,1,2
PARP12,2,1,2
PATL1,2,1,2
PAX8-AS1,2,2,2
PAXIP1-DT,2,2,2
PCDHB6,2,1,2
PCDHB8,2,1,2
PCDHGA4,2,1,2
PCDHGB7,2,1,2
PCIF1,2,1,2
PCNX2,2,1,2
PCSK1,2,2,2
PDCD2,2,1,2
PDCD6,2,2,2
PDE2A-AS1,2,1,2
PDGFRA,2,1,2
PDIA4,2,1,2
PDP1,2,1,2
PDPN,2,2,2
PEBP4,2,1,2
PERP,2,1,2
PEX16,2,1,2
PFDN4,2,1,2
PGD,2,1,2
PGM1,2,1,2
PHACTR4,2,1,2
PHF13,2,1,2
PHF19,2,1,2
PHF21A,2,1,2
PHF5A,2,2,2
PHLDB2,2,1,2
PIAS3,2,1,2
PIERCE2,2,1,2
PIGH,2,2,2
PIGQ,2,1,2
PIK3C2B,2,1,2
PIK3CA,2,1,2
PIM3,2,2,2
PIMREG,2,2,2
PIP,2,2,2
PIP4K2A,2,2,2
PITPNA-AS1,2,2,2
PIWIL3,2,2,2
PKD1-AS1,2,2,2
PKD2L1,2,1,2
PKD2L2,2,1,2
PKD2L2-DT,2,1,2
PLA2G4A,2,1,2
PLAC1,2,1,2
PLAC8L1,2,1,2
PLCB2,2,1,2
PLCL2-AS1,2,2,2
PLD3,2,1,2
PLEKHB1,2,2,2
PLEKHF2,2,2,2
PLEKHG5,2,2,2
PLEKHN1,2,1,2
PLEKHO1,2,2,2
PLIN2,2,1,2
PLK3,2,1,2
PLXNB1,2,1,2
PMEL,2,1,2
PNKD,2,2,2
POLD2,2,1,2
POLD4,2,2,2
POLQ,2,1,2
POLR1E,2,1,2
POLR2F,2,2,2
POLR2M,2,1,2
POLR3D,2,1,2
POLR3GL,2,1,2
POMC,2,1,2
PPFIA2-AS1,2,1,2
PPIEL,2,1,2
PPIL3,2,2,2
PPM1K-DT,2,1,2
PPOX,2,1,2
PPP4R3B-DT,2,2,2
PRADC1,2,1,2
PRDM1,2,2,2
PRDM16-DT,2,2,2
PRELID3B,2,1,2
PRICKLE4,2,1,2
PRIM2,2,1,2
PRIMPOL,2,1,2
PRMT2,2,2,2
PRMT6,2,2,2
PRMT9,2,1,2
PROM2,2,1,2
PRR19,2,1,2
PRR27,2,1,2
PRR34-AS1,2,2,2
PRR5,2,2,2
PRRG3,2,2,2
PRRT1B,2,2,2
PRRX1,2,2,2
PRTFDC1,2,1,2
PSD4,2,1,2
PSG11,2,1,2
PSG5,2,1,2
PSG6,2,2,2
PSMA5,2,1,2
PSMA8,2,1,2
PSMD7,2,2,2
PSME4,2,1,2
PTBP3,2,2,2
PTGES2-AS1,2,2,2
PTPN23-DT,2,2,2
PTPRJ-AS1,2,1,2
PTPRT-AS1,2,2,2
PWRN2,2,1,2
PXN-AS1,2,1,2
PYHIN1,2,1,2
PYROXD2,2,2,2
R3HDM1,2,2,2
RAB11FIP1,2,1,2
RAB11FIP4,2,1,2
RAB13,2,2,2
RAB2B,2,1,2
RAB30,2,1,2
RAB32,2,2,2
RAB3IP,2,1,2
RAB4B,2,1,2
RAB5C,2,1,2
RAB7B,2,1,2
RABGGTB,2,2,2
RABL3,2,2,2
RADX,2,1,2
RALB,2,1,2
RALGPS2-AS1,2,1,2
RAMP2-AS1,2,1,2
RANBP9,2,1,2
RAP1GAP2,2,2,2
RAPGEFL1,2,1,2
RASEF,2,1,2
RASL11B,2,2,2
RBFOX3,2,3,3
RBM11,2,1,2
RBM19,2,1,2
RBM23,2,2,2
RBM24,2,2,2
RBM38-AS1,2,1,2
RBM47,2,1,2
RBMX2,2,2,2
RBMXL1,2,1,2
RCSD1,2,2,2
REEP2,2,1,2
REL-DT,2,2,2
RELA,2,2,2
REP15,2,1,2
REPIN1,2,1,2
RERE-AS1,2,2,2
RFC3,2,1,2
RFK,2,1,2
RFNG,2,1,2
RFPL1S,2,2,2
RFX1,2,1,2
RGL1,2,1,2
RGS13,2,1,2
RGS17,2,1,2
RHBDF1,2,1,2
RHBDL1,2,1,2
RHCG,2,2,2
RHOA,2,2,2
RICTOR,2,1,2
RIMBP2,2,2,2
RIMKLA,2,1,2
RIN2,2,2,2
RIOK2,2,1,2
RIPOR1,2,1,2
RMI1,2,1,2
RND1,2,1,2
RNF113A,2,1,2
RNF207,2,2,2
RNF212,2,1,2
RNF213,2,1,2
RNPC3,2,1,2
ROR2,2,2,2
RORA-AS2,2,1,2
RP1,2,1,2
RPA3,2,2,2
RRAGAP1-AS1,2,1,2
RRBP1,2,1,2
RRP7A,2,2,2
RRP7BP,2,1,2
RRP8,2,1,2
RSPH10B,2,1,2
RTCA-AS1,2,1,2
RTL5,2,1,2
RTN4RL2,2,1,2
S100A16,2,1,2
S100Z,2,1,2
S1PR3,2,1,2
SAMD1,2,2,2
SARS2,2,2,2
SBDSP1,2,1,2
SCAF1,2,1,2
SCAND3,2,1,2
SCARF1,2,1,2
SCN10A,2,1,2
SCN4B,2,2,2
SCOC,2,2,2
SCOC-AS1,2,1,2
SDR39U1,2,2,2
SEC14L1,2,1,2
SEC14L3,2,1,2
SELE,2,1,2
SEMA3F,2,2,2
SEMA4B,2,2,2
SEMA4C,2,1,2
SEPTIN7P9,2,2,3
SERINC4,2,1,2
SERPINC1,2,2,2
SERPINF1,2,2,2
SETBP1-DT,2,1,2
SETD1B,2,1,2
SETD6,2,1,2
SEZ6L-AS1,2,2,2
SFMBT1,2,1,2
SGSM2,2,2,2
SH3BP1,2,2,2
SH3BP4,2,2,2
SH3BP5-AS1,2,1,2
SHC3,2,1,2
SIPA1,2,2,2
SKA3,2,2,2
SLBP,2,2,2
SLC10A6,2,2,2
SLC15A3,2,1,2
SLC16A11,2,1,2
SLC16A9,2,1,2
SLC17A5,2,2,2
SLC18A1,2,1,2
SLC20A1-DT,2,2,2
SLC22A14,2,1,2
SLC22A5,2,1,2
SLC25A28-DT,2,1,2
SLC25A42,2,1,2
SLC26A2,2,2,2
SLC29A4,2,2,2
SLC34A1,2,1,2
SLC35B1,2,2,2
SLC35D1,2,1,2
SLC38A4,2,2,2
SLC38A4-AS1,2,1,2
SLC38A5,2,1,2
SLC39A12,2,1,2
SLC39A13,2,1,2
SLC3A2,2,2,2
SLC40A1,2,2,2
SLC43A1,2,1,2
SLC43A3,2,1,2
SLC4A9,2,1,2
SLC5A10,2,1,2
SLC6A15,2,2,2
SLC7A13,2,1,2
SLC7A4,2,1,2
SLCO2A1,2,2,2
SLFN5,2,1,2
SLIT3-AS1,2,1,2
SLK,2,2,2
